date,instrument,yield_annual,yield_idr
2025-08-26,sbn,0.053630000000000004,0.053630000000000004
2025-08-25,sbn,0.05373,0.05373
2025-08-22,sbn,0.05404,0.05404
2025-08-21,sbn,0.05411,0.05411
2025-08-20,sbn,0.05432000000000001,0.05432000000000001
2025-08-19,sbn,0.05439,0.05439
2025-08-15,sbn,0.05426,0.05426
2025-08-14,sbn,0.05437,0.05437
2025-08-13,sbn,0.05585,0.05585
2025-08-12,sbn,0.056760000000000005,0.056760000000000005
2025-08-11,sbn,0.05715,0.05715
2025-08-08,sbn,0.05724,0.05724
2025-08-07,sbn,0.05724,0.05724
2025-08-06,sbn,0.05744,0.05744
2025-08-05,sbn,0.0574,0.0574
2025-08-04,sbn,0.05739,0.05739
2025-08-01,sbn,0.05667,0.05667
2025-07-31,sbn,0.056799999999999996,0.056799999999999996
2025-07-30,sbn,0.05694,0.05694
2025-07-29,sbn,0.057,0.057
2025-07-28,sbn,0.05706000000000001,0.05706000000000001
2025-07-25,sbn,0.05714,0.05714
2025-07-24,sbn,0.05713,0.05713
2025-07-23,sbn,0.05826,0.05826
2025-07-22,sbn,0.058280000000000005,0.058280000000000005
2025-07-21,sbn,0.05843,0.05843
2025-07-18,sbn,0.058410000000000004,0.058410000000000004
2025-07-17,sbn,0.05843,0.05843
2025-07-16,sbn,0.05854,0.05854
2025-07-15,sbn,0.05857999999999999,0.05857999999999999
2025-07-14,sbn,0.05931,0.05931
2025-07-11,sbn,0.05907,0.05907
2025-07-10,sbn,0.05912,0.05912
2025-07-09,sbn,0.0593,0.0593
2025-07-08,sbn,0.05928,0.05928
2025-07-07,sbn,0.059340000000000004,0.059340000000000004
2025-07-04,sbn,0.058890000000000005,0.058890000000000005
2025-07-03,sbn,0.05892,0.05892
2025-07-02,sbn,0.05907,0.05907
2025-07-01,sbn,0.05913,0.05913
2025-06-30,sbn,0.0592,0.0592
2025-06-26,sbn,0.05949,0.05949
2025-06-25,sbn,0.059640000000000006,0.059640000000000006
2025-06-24,sbn,0.05979,0.05979
2025-06-23,sbn,0.05984,0.05984
2025-06-20,sbn,0.05928,0.05928
2025-06-19,sbn,0.05923,0.05923
2025-06-18,sbn,0.06034,0.06034
2025-06-17,sbn,0.06037,0.06037
2025-06-16,sbn,0.05929,0.05929
2025-06-13,sbn,0.062119999999999995,0.062119999999999995
2025-06-12,sbn,0.06209,0.06209
2025-06-11,sbn,0.06202,0.06202
2025-06-10,sbn,0.062009999999999996,0.062009999999999996
2025-06-05,sbn,0.06194,0.06194
2025-06-04,sbn,0.06188,0.06188
2025-06-03,sbn,0.06186,0.06186
2025-06-02,sbn,0.061900000000000004,0.061900000000000004
2025-05-28,sbn,0.061799999999999994,0.061799999999999994
2025-05-27,sbn,0.06279,0.06279
2025-05-26,sbn,0.06279,0.06279
2025-05-23,sbn,0.06273,0.06273
2025-05-22,sbn,0.06262,0.06262
2025-05-21,sbn,0.0626,0.0626
2025-05-20,sbn,0.06266,0.06266
2025-05-19,sbn,0.06255,0.06255
2025-05-16,sbn,0.06258,0.06258
2025-05-15,sbn,0.06285,0.06285
2025-05-14,sbn,0.06274,0.06274
2025-05-09,sbn,0.06254,0.06254
2025-05-08,sbn,0.06263,0.06263
2025-05-07,sbn,0.06246,0.06246
2025-05-06,sbn,0.06257,0.06257
2025-05-05,sbn,0.062400000000000004,0.062400000000000004
2025-05-02,sbn,0.06234,0.06234
2025-04-30,sbn,0.06218,0.06218
2025-04-29,sbn,0.062,0.062
2025-04-28,sbn,0.06229,0.06229
2025-04-25,sbn,0.062380000000000005,0.062380000000000005
2025-04-24,sbn,0.06570000000000001,0.06570000000000001
2025-04-23,sbn,0.06566,0.06566
2025-04-22,sbn,0.06562,0.06562
2025-04-21,sbn,0.06706000000000001,0.06706000000000001
2025-04-17,sbn,0.06556000000000001,0.06556000000000001
2025-04-16,sbn,0.06551,0.06551
2025-04-15,sbn,0.06621,0.06621
2025-04-14,sbn,0.06619,0.06619
2025-04-11,sbn,0.06748,0.06748
2025-04-10,sbn,0.06631000000000001,0.06631000000000001
2025-04-09,sbn,0.06682,0.06682
2025-04-08,sbn,0.06639,0.06639
2025-03-27,sbn,0.06458,0.06458
2025-03-26,sbn,0.06463,0.06463
2025-03-25,sbn,0.0647,0.0647
2025-03-24,sbn,0.06394,0.06394
2025-03-21,sbn,0.06393,0.06393
2025-03-20,sbn,0.06386,0.06386
2025-03-19,sbn,0.06381,0.06381
2025-03-18,sbn,0.06365,0.06365
2025-03-17,sbn,0.06352000000000001,0.06352000000000001
2025-03-14,sbn,0.06307,0.06307
2025-03-13,sbn,0.06269999999999999,0.06269999999999999
2025-03-12,sbn,0.06319,0.06319
2025-03-11,sbn,0.06309999999999999,0.06309999999999999
2025-03-10,sbn,0.06311,0.06311
2025-03-07,sbn,0.06269,0.06269
2025-03-06,sbn,0.06271,0.06271
2025-03-05,sbn,0.06277,0.06277
2025-03-04,sbn,0.06274,0.06274
2025-03-03,sbn,0.06405999999999999,0.06405999999999999
2025-02-28,sbn,0.06497,0.06497
2025-02-27,sbn,0.06398,0.06398
2025-02-26,sbn,0.06417,0.06417
2025-02-25,sbn,0.06368,0.06368
2025-02-24,sbn,0.06367,0.06367
2025-02-21,sbn,0.06368,0.06368
2025-03-23,mmf,0.037797901149548396,0.037797901149548396
2025-03-24,mmf,0.037793987805202045,0.037793987805202045
2025-03-25,mmf,0.037790075271002754,0.037790075271002754
2025-03-26,mmf,0.0377861635467045,0.0377861635467045
2025-03-27,mmf,0.03778225263205304,0.03778225263205304
2025-03-28,mmf,0.037778342526791464,0.037778342526791464
2025-03-29,mmf,0.03777443323067664,0.03777443323067664
2025-03-30,mmf,0.037770524743454104,0.037770524743454104
2025-03-31,mmf,0.0377666170648725,0.0377666170648725
2025-04-01,mmf,0.03810416951576889,0.03810416951576889
2025-04-02,mmf,0.03844175404697925,0.03844175404697925
2025-04-03,mmf,0.03877937064535586,0.03877937064535586
2025-04-04,mmf,0.039117019297747246,0.039117019297747246
2025-04-05,mmf,0.03945469999100126,0.03945469999100126
2025-04-06,mmf,0.039792412711974645,0.039792412711974645
2025-04-07,mmf,0.04013015744752302,0.04013015744752302
2025-04-08,mmf,0.04046793418450734,0.04046793418450734
2025-04-09,mmf,0.04080574290978567,0.04080574290978567
2025-04-10,mmf,0.04114358361022652,0.04114358361022652
2025-04-11,mmf,0.04148145627269284,0.04148145627269284
2025-04-12,mmf,0.04181936088404936,0.04181936088404936
2025-04-13,mmf,0.04215729743116925,0.04215729743116925
2025-04-14,mmf,0.042495265900928114,0.042495265900928114
2025-04-15,mmf,0.04283326628019535,0.04283326628019535
2025-04-16,mmf,0.043171298555853665,0.043171298555853665
2025-04-17,mmf,0.043509362714777344,0.043509362714777344
2025-04-18,mmf,0.04384745874385154,0.04384745874385154
2025-04-19,mmf,0.044185586629963636,0.044185586629963636
2025-04-20,mmf,0.04452374635999168,0.04452374635999168
2025-04-21,mmf,0.04486193792083104,0.04486193792083104
2025-04-22,mmf,0.045200161299367325,0.045200161299367325
2025-04-23,mmf,0.04553841648250012,0.04553841648250012
2025-04-24,mmf,0.04587670345712036,0.04587670345712036
2025-04-25,mmf,0.04621502221012941,0.04621502221012941
2025-04-26,mmf,0.04655337272842841,0.04655337272842841
2025-04-27,mmf,0.046891754998914736,0.046891754998914736
2025-04-28,mmf,0.04723016900849708,0.04723016900849708
2025-04-29,mmf,0.047568614744080584,0.047568614744080584
2025-04-30,mmf,0.04790709219257572,0.04790709219257572
2025-05-01,mmf,0.0478481880956414,0.0478481880956414
2025-05-02,mmf,0.04778930216530752,0.04778930216530752
2025-05-03,mmf,0.04773043439326541,0.04773043439326541
2025-05-04,mmf,0.04767158477120215,0.04767158477120215
2025-05-05,mmf,0.04761275329082171,0.04761275329082171
2025-05-06,mmf,0.047553939943826506,0.047553939943826506
2025-05-07,mmf,0.04749514472193006,0.04749514472193006
2025-05-08,mmf,0.04743636761684744,0.04743636761684744
2025-05-09,mmf,0.04737760862029328,0.04737760862029328
2025-05-10,mmf,0.04731886772399241,0.04731886772399241
2025-05-11,mmf,0.04726014491967745,0.04726014491967745
2025-05-12,mmf,0.04720144019908301,0.04720144019908301
2025-05-13,mmf,0.04714275355394881,0.04714275355394881
2025-05-14,mmf,0.04708408497601302,0.04708408497601302
2025-05-15,mmf,0.047025434457033555,0.047025434457033555
2025-05-16,mmf,0.0469668019887588,0.0469668019887588
2025-05-17,mmf,0.0469081875629529,0.0469081875629529
2025-05-18,mmf,0.04684959117137666,0.04684959117137666
2025-05-19,mmf,0.046791012805801335,0.046791012805801335
2025-05-20,mmf,0.04673245245800284,0.04673245245800284
2025-05-21,mmf,0.046673910119756856,0.046673910119756856
2025-05-22,mmf,0.046615385782848406,0.046615385782848406
2025-05-23,mmf,0.0465568794390685,0.0465568794390685
2025-05-24,mmf,0.04649839108020948,0.04649839108020948
2025-05-25,mmf,0.046439920698071235,0.046439920698071235
2025-05-26,mmf,0.04638146828445633,0.04638146828445633
2025-05-27,mmf,0.04632303383117664,0.04632303383117664
2025-05-28,mmf,0.0462646173300445,0.0462646173300445
2025-05-29,mmf,0.046206218772879115,0.046206218772879115
2025-05-30,mmf,0.04614783815150436,0.04614783815150436
2025-05-31,mmf,0.04614200528808032,0.04614200528808032
2025-06-01,mmf,0.04618850520633799,0.04618850520633799
2025-06-02,mmf,0.046234995508859456,0.046234995508859456
2025-06-03,mmf,0.04628147619858436,0.04628147619858436
2025-06-04,mmf,0.04632794727844147,0.04632794727844147
2025-06-05,mmf,0.046374408751372664,0.046374408751372664
2025-06-06,mmf,0.04642086062030559,0.04642086062030559
2025-06-07,mmf,0.04646730288817258,0.04646730288817258
2025-06-08,mmf,0.046513735557909275,0.046513735557909275
2025-06-09,mmf,0.046560158632440896,0.046560158632440896
2025-06-10,mmf,0.04660657211469954,0.04660657211469954
2025-06-11,mmf,0.04665297600760665,0.04665297600760665
2025-06-12,mmf,0.04669937031409366,0.04669937031409366
2025-06-13,mmf,0.04674575503708622,0.04674575503708622
2025-06-14,mmf,0.046792130179506675,0.046792130179506675
2025-06-15,mmf,0.04683849574427423,0.04683849574427423
2025-06-16,mmf,0.04688485173431811,0.04688485173431811
2025-06-17,mmf,0.046931198152551756,0.046931198152551756
2025-06-18,mmf,0.046977535001897275,0.046977535001897275
2025-06-19,mmf,0.047023862285273,0.047023862285273
2025-06-20,mmf,0.0470701800055946,0.0470701800055946
2025-06-21,mmf,0.04711648816577885,0.04711648816577885
2025-06-22,mmf,0.047162786768741194,0.047162786768741194
2025-06-23,mmf,0.04720907581739153,0.04720907581739153
2025-06-24,mmf,0.047255355314643976,0.047255355314643976
2025-06-25,mmf,0.04730162526341353,0.04730162526341353
2025-06-26,mmf,0.047347885666607636,0.047347885666607636
2025-06-27,mmf,0.04739413652713198,0.04739413652713198
2025-06-28,mmf,0.04744037784789579,0.04744037784789579
2025-06-29,mmf,0.04748660963180651,0.04748660963180651
2025-06-30,mmf,0.04753283188176982,0.04753283188176982
2025-07-01,mmf,0.047474445076920224,0.047474445076920224
2025-07-02,mmf,0.04741607613910026,0.04741607613910026
2025-07-03,mmf,0.04735772506020175,0.04735772506020175
2025-07-04,mmf,0.0472993918321194,0.0472993918321194
2025-07-05,mmf,0.047241076446749464,0.047241076446749464
2025-07-06,mmf,0.04718277889599576,0.04718277889599576
2025-07-07,mmf,0.04712449917177275,0.04712449917177275
2025-07-08,mmf,0.04706623726599379,0.04706623726599379
2025-07-09,mmf,0.047007993170577356,0.047007993170577356
2025-07-10,mmf,0.04694976687744612,0.04694976687744612
2025-07-11,mmf,0.0468915583785281,0.0468915583785281
2025-07-12,mmf,0.04683336766575841,0.04683336766575841
2025-07-13,mmf,0.04677519473107772,0.04677519473107772
2025-07-14,mmf,0.0467170395664247,0.0467170395664247
2025-07-15,mmf,0.04665890216374935,0.04665890216374935
2025-07-16,mmf,0.04660078251500055,0.04660078251500055
2025-07-17,mmf,0.046542680612145615,0.046542680612145615
2025-07-18,mmf,0.046484596447140314,0.046484596447140314
2025-07-19,mmf,0.04642653001195307,0.04642653001195307
2025-07-20,mmf,0.04636848129855475,0.04636848129855475
2025-07-21,mmf,0.04631045029892644,0.04631045029892644
2025-07-22,mmf,0.04625243700504522,0.04625243700504522
2025-07-23,mmf,0.046194441408898834,0.046194441408898834
2025-07-24,mmf,0.04613646350248257,0.04613646350248257
2025-07-25,mmf,0.04607850327778551,0.04607850327778551
2025-07-26,mmf,0.04602056072681182,0.04602056072681182
2025-07-27,mmf,0.04596263584156879,0.04596263584156879
2025-07-28,mmf,0.04590472861406458,0.04590472861406458
2025-07-29,mmf,0.045846839036318254,0.045846839036318254
2025-07-30,mmf,0.04578896710034508,0.04578896710034508
2025-07-31,mmf,0.04578322458300832,0.04578322458300832
2025-08-01,mmf,0.045777483505628824,0.045777483505628824
2025-08-02,mmf,0.04577174386766125,0.04577174386766125
2025-08-03,mmf,0.0457660056685667,0.0457660056685667
2025-08-04,mmf,0.045760268907802715,0.045760268907802715
2025-08-05,mmf,0.04575453358482995,0.04575453358482995
2025-08-06,mmf,0.04574879969910928,0.04574879969910928
2025-08-07,mmf,0.04574306725009558,0.04574306725009558
2025-08-08,mmf,0.04573733623725529,0.04573733623725529
2025-08-09,mmf,0.0457316066600435,0.0457316066600435
2025-08-10,mmf,0.04572587851792376,0.04572587851792376
2025-08-11,mmf,0.04572015181035671,0.04572015181035671
2025-08-12,mmf,0.04571442653680036,0.04571442653680036
2025-08-13,mmf,0.045708702696724,0.045708702696724
2025-08-14,mmf,0.045702980289585415,0.045702980289585415
2025-08-15,mmf,0.04569725931484303,0.04569725931484303
2025-08-16,mmf,0.04569153977196283,0.04569153977196283
2025-08-17,mmf,0.045685821660406134,0.045685821660406134
2025-08-18,mmf,0.045680104979633374,0.045680104979633374
2025-08-19,mmf,0.04567438972911697,0.04567438972911697
2025-08-20,mmf,0.04566867590831203,0.04566867590831203
2025-08-21,mmf,0.04566296351668231,0.04566296351668231
2025-08-22,mmf,0.04565725255369446,0.04565725255369446
2025-08-23,mmf,0.04565154301880936,0.04565154301880936
2025-08-24,mmf,0.045645834911499206,0.045645834911499206
2025-08-25,mmf,0.045640128231219323,0.045640128231219323
2025-08-26,mmf,0.045634422977442135,0.045634422977442135
2025-08-27,mmf,0.045628719149628294,0.045628719149628294
2025-08-28,mmf,0.04562301674724201,0.04562301674724201
2025-08-29,mmf,0.04561731576975547,0.04561731576975547
2025-08-30,mmf,0.04561161621662957,0.04561161621662957
2025-08-31,mmf,0.04560591808733383,0.04560591808733383
2025-09-01,mmf,0.04565193269193868,0.04565193269193868
2025-09-02,mmf,0.04569793789219179,0.04569793789219179
2025-09-03,mmf,0.04574393369093155,0.04574393369093155
2025-09-04,mmf,0.045789920090997915,0.045789920090997915
2025-09-05,mmf,0.045835897095223066,0.045835897095223066
2025-09-06,mmf,0.04588186470644562,0.04588186470644562
2025-09-07,mmf,0.0459278229274942,0.0459278229274942
2025-09-08,mmf,0.04597377176120632,0.04597377176120632
2025-09-09,mmf,0.04601971121041504,0.04601971121041504
2025-09-10,mmf,0.04606564127794566,0.04606564127794566
2025-09-11,mmf,0.046111561966635684,0.046111561966635684
2025-09-12,mmf,0.046157473279304195,0.046157473279304195
2025-09-13,mmf,0.046203375218784926,0.046203375218784926
2025-09-14,mmf,0.046249267787903836,0.046249267787903836
2025-09-15,mmf,0.04629515098948511,0.04629515098948511
2025-09-16,mmf,0.04634102482635449,0.04634102482635449
2025-09-17,mmf,0.04638688930132906,0.04638688930132906
2025-09-18,mmf,0.04643274441723322,0.04643274441723322
2025-09-19,mmf,0.04647859017689182,0.04647859017689182
2025-09-20,mmf,0.04652442658312261,0.04652442658312261
2025-09-21,mmf,0.04657025363874112,0.04657025363874112
2025-09-22,mmf,0.04661607134656642,0.04661607134656642
2025-09-23,mmf,0.04666187970941316,0.04666187970941316
2025-09-24,mmf,0.0467076787301024,0.0467076787301024
2025-09-25,mmf,0.04675346841144212,0.04675346841144212
2025-09-26,mmf,0.04679924875624941,0.04679924875624941
2025-09-27,mmf,0.04684501976733113,0.04684501976733113
2025-09-28,mmf,0.04689078144750081,0.04689078144750081
2025-09-29,mmf,0.0469365337995693,0.0469365337995693
2025-09-30,mmf,0.04698227682634393,0.04698227682634393
2025-10-01,mmf,0.04692464935324847,0.04692464935324847
2025-10-02,mmf,0.0468670393114905,0.0468670393114905
2025-10-03,mmf,0.046809446693244494,0.046809446693244494
2025-10-04,mmf,0.046751871490693375,0.046751871490693375
2025-10-05,mmf,0.04669431369602384,0.04669431369602384
2025-10-06,mmf,0.0466367733014339,0.0466367733014339
2025-10-07,mmf,0.046579250299116914,0.046579250299116914
2025-10-08,mmf,0.046521744681279786,0.046521744681279786
2025-10-09,mmf,0.04646425644012009,0.04646425644012009
2025-10-10,mmf,0.046406785567856934,0.046406785567856934
2025-10-11,mmf,0.04634933205670255,0.04634933205670255
2025-10-12,mmf,0.04629189589887961,0.04629189589887961
2025-10-13,mmf,0.046234477086610104,0.046234477086610104
2025-10-14,mmf,0.04617707561212603,0.04617707561212603
2025-10-15,mmf,0.046119691467658486,0.046119691467658486
2025-10-16,mmf,0.04606232464544613,0.04606232464544613
2025-10-17,mmf,0.04600497513773805,0.04600497513773805
2025-10-18,mmf,0.04594764293677622,0.04594764293677622
2025-10-19,mmf,0.04589032803481907,0.04589032803481907
2025-10-20,mmf,0.045833030424118126,0.045833030424118126
2025-10-21,mmf,0.04577575009693824,0.04577575009693824
2025-10-22,mmf,0.04571848704554293,0.04571848704554293
2025-10-23,mmf,0.045661241262203944,0.045661241262203944
2025-10-24,mmf,0.045604012739202116,0.045604012739202116
2025-10-25,mmf,0.04554680146880741,0.04554680146880741
2025-10-26,mmf,0.04548960744331021,0.04548960744331021
2025-10-27,mmf,0.04543243065499758,0.04543243065499758
2025-10-28,mmf,0.045375271096167014,0.045375271096167014
2025-10-29,mmf,0.04531812875911756,0.04531812875911756
2025-10-30,mmf,0.04526100363614449,0.04526100363614449
2025-10-31,mmf,0.04525539275298884,0.04525539275298884
2025-11-01,mmf,0.04530108933078192,0.04530108933078192
2025-11-02,mmf,0.04534677664130604,0.04534677664130604
2025-11-03,mmf,0.04539245468734143,0.04539245468734143
2025-11-04,mmf,0.04543812347166054,0.04543812347166054
2025-11-05,mmf,0.04548378299703981,0.04548378299703981
2025-11-06,mmf,0.04552943326624792,0.04552943326624792
2025-11-07,mmf,0.04557507428205221,0.04557507428205221
2025-11-08,mmf,0.04562070604723112,0.04562070604723112
2025-11-09,mmf,0.045666328564550884,0.045666328564550884
2025-11-10,mmf,0.04571194183677507,0.04571194183677507
2025-11-11,mmf,0.04575754586667702,0.04575754586667702
2025-11-12,mmf,0.04580314065701652,0.04580314065701652
2025-11-13,mmf,0.04584872621056313,0.04584872621056313
2025-11-14,mmf,0.04589430253007576,0.04589430253007576
2025-11-15,mmf,0.045939869618322415,0.045939869618322415
2025-11-16,mmf,0.045985427478061114,0.045985427478061114
2025-11-17,mmf,0.046030976112050315,0.046030976112050315
2025-11-18,mmf,0.04607651552304981,0.04607651552304981
2025-11-19,mmf,0.046122045713822946,0.046122045713822946
2025-11-20,mmf,0.04616756668712241,0.04616756668712241
2025-11-21,mmf,0.04621307844570488,0.04621307844570488
2025-11-22,mmf,0.046258580992324605,0.046258580992324605
2025-11-23,mmf,0.0463040743297376,0.0463040743297376
2025-11-24,mmf,0.04634955846069411,0.04634955846069411
2025-11-25,mmf,0.046395033387948814,0.046395033387948814
2025-11-26,mmf,0.04644049911425108,0.04644049911425108
2025-11-27,mmf,0.04648595564234603,0.04648595564234603
2025-11-28,mmf,0.0465314029749877,0.0465314029749877
2025-11-29,mmf,0.04657684111492233,0.04657684111492233
2025-11-30,mmf,0.04662227006489794,0.04662227006489794
2025-12-01,mmf,0.046565138067701906,0.046565138067701906
2025-12-02,mmf,0.04650802322014225,0.04650802322014225
2025-12-03,mmf,0.04645092551458152,0.04645092551458152
2025-12-04,mmf,0.046393844943387386,0.046393844943387386
2025-12-05,mmf,0.04633678149892906,0.04633678149892906
2025-12-06,mmf,0.04627973517358286,0.04627973517358286
2025-12-07,mmf,0.04622270595973865,0.04622270595973865
2025-12-08,mmf,0.04616569384977964,0.04616569384977964
2025-12-09,mmf,0.04610869883609037,0.04610869883609037
2025-12-10,mmf,0.04605172091107179,0.04605172091107179
2025-12-11,mmf,0.04599476006712355,0.04599476006712355
2025-12-12,mmf,0.04593781629664728,0.04593781629664728
2025-12-13,mmf,0.04588088959205461,0.04588088959205461
2025-12-14,mmf,0.04582397994575382,0.04582397994575382
2025-12-15,mmf,0.04576708735016255,0.04576708735016255
2025-12-16,mmf,0.045710211797706624,0.045710211797706624
2025-12-17,mmf,0.04565335328081099,0.04565335328081099
2025-12-18,mmf,0.045596511791907046,0.045596511791907046
2025-12-19,mmf,0.04553968732343172,0.04553968732343172
2025-12-20,mmf,0.04548287986781774,0.04548287986781774
2025-12-21,mmf,0.04542608941751647,0.04542608941751647
2025-12-22,mmf,0.04536931596496996,0.04536931596496996
2025-12-23,mmf,0.04531255950263602,0.04531255950263602
2025-12-24,mmf,0.045255820022974236,0.045255820022974236
2025-12-25,mmf,0.0451990975184402,0.0451990975184402
2025-12-26,mmf,0.04514239198150016,0.04514239198150016
2025-12-27,mmf,0.04508570340462992,0.04508570340462992
2025-12-28,mmf,0.04502903178029949,0.04502903178029949
2025-12-29,mmf,0.04497237710099666,0.04497237710099666
2025-12-30,mmf,0.04491573935919457,0.04491573935919457
2025-12-31,mmf,0.044910213733931226,0.044910213733931226
2026-01-01,mmf,0.04490468946783377,0.04490468946783377
2026-01-02,mmf,0.0448991665604046,0.0448991665604046
2026-01-03,mmf,0.04489364501114057,0.04489364501114057
2026-01-04,mmf,0.044888124819541186,0.044888124819541186
2026-01-05,mmf,0.044882605985103075,0.044882605985103075
2026-01-06,mmf,0.04487708850733152,0.04487708850733152
2026-01-07,mmf,0.04487157238571782,0.04487157238571782
2026-01-08,mmf,0.0448660576197728,0.0448660576197728
2026-01-09,mmf,0.044860544208990216,0.044860544208990216
