# fetched: 2026-02-21
date,instrument,yield_annual,currency,source,notes
2025-04-15,aave,0.0184808,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-16,aave,0.020652,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-17,aave,0.02022,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-18,aave,0.0207613,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-19,aave,0.0214353,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-20,aave,0.0206608,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-21,aave,0.0338732,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-22,aave,0.0312083,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-23,aave,0.0226266,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-24,aave,0.020348500000000002,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-25,aave,0.025546899999999997,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-26,aave,0.0216224,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-27,aave,0.01948,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-28,aave,0.0181985,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-29,aave,0.0193317,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-04-30,aave,0.019832799999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-01,aave,0.023849,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-02,aave,0.025013999999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-03,aave,0.023076799999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-04,aave,0.0219402,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-05,aave,0.0240871,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-06,aave,0.022972199999999998,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-07,aave,0.0384077,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-08,aave,0.030549499999999997,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-09,aave,0.0277826,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-10,aave,0.0275911,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-11,aave,0.0306912,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-12,aave,0.037416200000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-13,aave,0.03712,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-14,aave,0.045283800000000006,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-15,aave,0.0342654,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-16,aave,0.0439978,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-17,aave,0.038908,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-18,aave,0.0336467,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-19,aave,0.033030699999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-20,aave,0.0355008,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-21,aave,0.0353264,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-22,aave,0.0369047,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-23,aave,0.036888899999999995,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-24,aave,0.035142099999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-25,aave,0.033363000000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-26,aave,0.0358106,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-27,aave,0.0378603,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-28,aave,0.036534399999999995,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-29,aave,0.0362795,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-30,aave,0.037947299999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-05-31,aave,0.0380203,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-01,aave,0.0385424,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-02,aave,0.0397005,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-03,aave,0.0409938,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-04,aave,0.042461700000000005,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-05,aave,0.0370138,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-06,aave,0.0375457,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-07,aave,0.0373647,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-08,aave,0.0385597,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-09,aave,0.0459845,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-10,aave,0.0422642,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-11,aave,0.0401235,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-12,aave,0.0372711,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-13,aave,0.0370399,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-14,aave,0.0365445,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-15,aave,0.0370534,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-16,aave,0.031970900000000003,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-17,aave,0.0323055,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-18,aave,0.0318621,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-19,aave,0.032464599999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-20,aave,0.03209,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-21,aave,0.0335828,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-22,aave,0.057179900000000006,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-23,aave,0.0357221,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-24,aave,0.0355655,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-25,aave,0.0330364,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-26,aave,0.0315044,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-27,aave,0.0269908,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-28,aave,0.0274527,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-29,aave,0.0275706,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-06-30,aave,0.028797100000000003,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-01,aave,0.0306261,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-02,aave,0.0321758,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-03,aave,0.0344268,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-04,aave,0.0328451,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-05,aave,0.0336718,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-06,aave,0.0350172,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-07,aave,0.0348063,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-08,aave,0.0346023,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-09,aave,0.0373008,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-10,aave,0.0398712,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-11,aave,0.0424099,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-12,aave,0.0415581,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-13,aave,0.0408981,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-14,aave,0.0374966,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-15,aave,0.0357941,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-16,aave,0.0468996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-17,aave,0.043862500000000006,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-18,aave,0.0358285,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-19,aave,0.0341325,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-20,aave,0.0300886,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-21,aave,0.031353900000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-22,aave,0.0329971,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-23,aave,0.0321554,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-24,aave,0.0319339,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-25,aave,0.0295274,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-26,aave,0.030358,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-27,aave,0.0313318,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-28,aave,0.0329914,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-29,aave,0.0332361,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-30,aave,0.0368139,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-07-31,aave,0.0384513,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-01,aave,0.0351345,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-02,aave,0.0348626,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-03,aave,0.0399985,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-04,aave,0.0361445,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-05,aave,0.034304100000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-06,aave,0.0368247,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-07,aave,0.0361248,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-08,aave,0.0377975,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-09,aave,0.0409168,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-10,aave,0.0421354,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-11,aave,0.0406303,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-12,aave,0.048573700000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-13,aave,0.0513701,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-14,aave,0.05384629999999999,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-15,aave,0.054360900000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-16,aave,0.0537523,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-17,aave,0.0899147,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-18,aave,0.0549343,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-19,aave,0.0536452,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-20,aave,0.054749,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-21,aave,0.0527236,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-22,aave,0.0499735,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-23,aave,0.0440677,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-24,aave,0.041156899999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-25,aave,0.0394315,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-26,aave,0.042035499999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-27,aave,0.042471100000000005,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-28,aave,0.0406395,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-29,aave,0.036721699999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-30,aave,0.0400371,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-08-31,aave,0.042484799999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-01,aave,0.042662399999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-02,aave,0.061687200000000005,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-03,aave,0.0450261,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-04,aave,0.0458345,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-05,aave,0.046055900000000004,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-06,aave,0.0459828,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-07,aave,0.037948,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-08,aave,0.0394835,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-09,aave,0.0428594,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-10,aave,0.042951300000000005,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-11,aave,0.0453986,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-12,aave,0.046274800000000005,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-13,aave,0.047058600000000006,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-14,aave,0.0481696,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-15,aave,0.0461923,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-16,aave,0.08887320000000001,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-17,aave,0.0489021,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-18,aave,0.0499024,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-19,aave,0.050543,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-20,aave,0.0440574,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-21,aave,0.04480819999999999,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-22,aave,0.0469724,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-23,aave,0.053621999999999996,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-24,aave,0.0483805,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-25,aave,0.0459581,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-26,aave,0.051018999999999995,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-27,aave,0.0486044,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-28,aave,0.0476636,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-29,aave,0.0435573,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-09-30,aave,0.0454738,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-01,aave,0.0470164,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-02,aave,0.0467415,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
2025-10-03,aave,0.0469363,USD,defillama,Pool: USDT (f981a304-bb6c-45b8-b0c5-fd2f515ad23a)
