# fetched: 2026-02-21
date,tvl_usd
2025-07-23,32915384493
2025-07-24,32497650373
2025-07-25,32460981710
2025-07-26,33023128725
2025-07-27,33233866748
2025-07-28,34667799096
2025-07-29,33716703551
2025-07-30,33704914212
2025-07-31,33943431057
2025-08-01,33568198818
2025-08-02,32034745552
2025-08-03,31606099660
2025-08-04,32488709752
2025-08-05,34053495936
2025-08-06,34087007289
2025-08-07,34605492573
2025-08-08,36635875815
2025-08-09,36921982534
2025-08-10,38159952150
2025-08-11,38296803889
2025-08-12,38154607276
2025-08-13,39795999390
2025-08-14,39810874244
2025-08-15,38545303406
2025-08-16,37381353183
2025-08-17,37234390344
2025-08-18,37243568693
2025-08-19,36686666242
2025-08-20,35264662713
2025-08-21,36630468406
2025-08-22,36415798157
2025-08-23,39571976310
2025-08-24,40739958364
2025-08-25,39491802594
2025-08-26,38302630261
2025-08-27,39437983079
2025-08-28,39202254568
2025-08-29,39664294930
2025-08-30,39080623160
2025-08-31,38944462176
2025-09-01,38811422793
2025-09-02,38550189602
2025-09-03,38241641025
2025-09-04,39869691553
2025-09-05,38763188684
2025-09-06,39101685763
2025-09-07,38813379134
2025-09-08,39811182606
2025-09-09,39570253780
2025-09-10,39324898341
2025-09-11,39970449688
2025-09-12,40537894167
2025-09-13,42166532929
2025-09-14,42055961630
2025-09-15,41709919618
2025-09-16,41340360634
2025-09-17,40613286253
2025-09-18,41465810216
2025-09-19,42366186712
2025-09-20,41535296901
2025-09-21,42723970597
2025-09-22,42106693629
2025-09-23,40233002733
2025-09-24,39602829708
2025-09-25,39740376931
2025-09-26,39429076309
2025-09-27,40368804138
2025-09-28,41278125784
2025-09-29,42702847794
2025-09-30,43294936222
2025-10-01,42997800781
2025-10-02,44204753718
2025-10-03,44639816087
2025-10-04,44618379529
2025-10-05,44339143282
2025-10-06,44223585426
2025-10-07,45395868383
2025-10-08,44512366918
2025-10-09,44993501409
2025-10-10,43042874441
2025-10-11,37220891026
2025-10-12,38603622366
2025-10-13,41102292635
2025-10-14,41786308178
2025-10-15,40895222464
2025-10-16,39958853318
2025-10-17,39348477881
2025-10-18,38547236613
2025-10-19,38945369574
2025-10-20,38984742452
2025-10-21,39552338362
2025-10-22,38114464291
2025-10-23,36131985435
2025-10-24,36964784099
2025-10-25,37836347463
2025-10-26,38126650090
2025-10-27,39887151730
2025-10-28,39597614004
2025-10-29,38707204641
2025-10-30,38339985372
2025-10-31,37372905651
2025-11-01,37583181438
2025-11-02,37324799206
2025-11-03,37550428409
2025-11-04,35220344788
2025-11-05,32243469672
2025-11-06,31830744425
2025-11-07,30987216403
2025-11-08,31523423618
2025-11-09,31119077389
2025-11-10,32217336618
2025-11-11,32857365247
2025-11-12,32344054093
2025-11-13,32728900878
2025-11-14,33132142954
2025-11-15,32550938594
2025-11-16,32307263289
2025-11-17,30675189764
2025-11-18,30569834055
2025-11-19,31761873556
2025-11-20,31044732912
2025-11-21,30473152202
2025-11-22,29967522778
2025-11-23,29637858376
2025-11-24,29973558265
2025-11-25,31048245756
2025-11-26,31192434036
2025-11-27,31777077126
2025-11-28,31865316274
2025-11-29,32041983969
2025-11-30,31485430502
2025-12-01,31626755821
2025-12-02,30552789486
2025-12-03,31236461874
2025-12-04,32669599759
2025-12-05,32293539290
2025-12-06,32580829814
2025-12-07,32632032908
2025-12-08,32774024034
2025-12-09,32346987021
2025-12-10,33523060965
2025-12-11,33162840272
2025-12-12,32957584677
2025-12-13,32072065317
2025-12-14,32349582978
2025-12-15,33048407362
2025-12-16,32160879046
2025-12-17,32703231449
2025-12-18,31856706531
2025-12-19,31932817930
2025-12-20,32884734258
2025-12-21,33012928791
2025-12-22,33349297518
2025-12-23,33023682362
2025-12-24,32739039122
2025-12-25,32668957946
2025-12-26,32368002032
2025-12-27,32465284979
2025-12-28,32691020511
2025-12-29,32805324342
2025-12-30,32636256328
2025-12-31,31697521531
2026-01-01,32275709122
2026-01-02,32996530835
2026-01-03,33795944565
2026-01-04,34312311263
2026-01-05,34446775362
2026-01-06,34993550066
2026-01-07,35279983523
2026-01-08,34318457119
2026-01-09,33113000936
2026-01-10,33791882513
2026-01-11,33776682382
2026-01-12,34015413134
2026-01-13,33773468547
2026-01-14,35658989633
2026-01-15,35844239995
2026-01-16,35454975454
2026-01-17,35399131387
2026-01-18,35569845365
2026-01-19,35019412648
2026-01-20,35085180286
2026-01-21,32311588742
2026-01-22,32862857941
2026-01-23,32565878234
2026-01-24,32641052384
2026-01-25,33405609965
2026-01-26,32415304013
2026-01-27,33478724848
2026-01-28,34084465923
2026-01-29,34033311247
2026-01-30,32260368413
2026-01-31,31479137098
2026-02-01,29682100363
2026-02-02,28580554534
2026-02-03,29484694127
2026-02-04,28999046214
2026-02-05,28502400828
2026-02-06,25968855306
2026-02-07,27008897993
2026-02-08,27636852787
2026-02-09,28029616108
2026-02-10,27925490649
2026-02-11,27331989259
2026-02-12,26738901490
2026-02-13,26661336533
2026-02-14,27205815993
2026-02-15,27170552405
2026-02-16,26630494422
2026-02-17,26690134507
2026-02-18,26567506854
2026-02-19,26374034021
2026-02-20,26296155489
2026-02-21,25955788065
2026-02-21,25801112169
